event,ifo,pole_source,mode_rank,freq_hz,damping_hz,tau_ms,omega_re,omega_im,amp_abs,relative_rms,M_final_Msun,chi_final,z,M_final_detector_Msun,is_220_candidate,kerr_220_distance,kerr_220_chi_ref,omega_re_norm,omega_im_norm,sigma_freq_hz,sigma_damping_hz,sigma_M_final_Msun,sigma_chi_final,f_kerr_hz,gamma_kerr_hz,sigma_f_kerr_hz,sigma_gamma_kerr_hz,residual_f,residual_gamma,kerr_sigma_source
GW150914,literature,GWTC-4.0 Tests of General Relativity III: Tests of the Remnants,0,253.3,221.72949002217297,4.51,1591.5308383085892,-221.72949002217297,,,61.5,0.68,0.1,67.65,True,0.012713392484708888,0.68,0.4821028579493352,-0.06716578671195786,17.9,69.32119311114498,3.4,0.05,236.2376454784945,208.7208932587622,14.976240211189468,14.801501225642433,0.7310737030946435,0.1835200407310357,propagated
GW170104,literature,GWTC-4.0 Tests of General Relativity III: Tests of the Remnants,0,284.8,203.66598778004072,4.91,1789.4511754847463,-203.66598778004072,,,47.5,0.67,0.22,57.949999999999996,True,0.07626037969656076,0.67,0.41866147101117973,-0.047649862263405264,36.8,148.49780779074254,4.5,0.08,274.06925341622184,245.82214040178678,29.352274014121175,29.01990699739056,0.2279633616844384,-0.27861369692885685,propagated
GW190521_074359,literature,GWTC-4.0 Tests of General Relativity III: Tests of the Remnants,0,204.0,182.14936247723134,5.49,1281.7698026646356,-182.14936247723134,,,72.6,0.71,0.21,87.84599999999999,True,0.04594446539817872,0.71,0.4583488949041969,-0.0651349086438003,24.4,63.038941476637426,6.5,0.06,185.47388574211587,155.82415941159934,18.122249223596036,17.43132709485553,0.6095383291672846,0.4024978431653734,propagated
GW190630_185205,literature,GWTC-4.0 Tests of General Relativity III: Tests of the Remnants,0,247.6,262.4671916010499,3.81,1555.7166820576656,-262.4671916010499,,,56.6,0.7,0.18,66.788,True,0.0674264107929149,0.7,0.4337070402562119,-0.07317133649495182,49.4,171.53367640068615,4.5,0.07,242.36224445014193,207.24585950543764,22.255476428766286,22.992789559411076,0.09667003750997359,0.31907336626123983,propagated
GW190828_063405,literature,GWTC-4.0 Tests of General Relativity III: Tests of the Remnants,0,252.4,156.00624024961,6.41,1585.8759715321276,-156.00624024961,,,54.3,0.74,0.38,74.93399999999998,True,0.09295498678438711,0.74,0.4241491300915835,-0.041724518359908924,20.3,69.11976947096603,7.3,0.07,221.68691275788575,176.54879009178632,31.412480740037385,27.706386521615396,0.8211838353445386,-0.2758647915051895,propagated
GW190910_112807,literature,GWTC-4.0 Tests of General Relativity III: Tests of the Remnants,0,174.5,105.3740779768177,9.49,1096.4158361028378,-105.3740779768177,,,74.4,0.69,0.29,95.97600000000001,True,0.10054996542121847,0.69,0.40178874525753583,-0.038615019209741,12.2,38.418789230747024,8.6,0.08,167.54855586573984,145.81295137979268,21.174943426475227,20.46313525526528,0.2844516839852642,-0.9290174281600072,propagated
GW200129_065458,literature,GWTC-4.0 Tests of General Relativity III: Tests of the Remnants,0,247.6,196.46365422396858,5.09,1555.7166820576656,-196.46365422396858,,,60.2,0.73,0.18,71.036,True,0.050109191906855914,0.73,0.4612926470569604,-0.05825433393668435,16.8,66.38850398138035,4.1,0.06,232.35595664217544,188.3905962288942,18.19244982494075,18.21111318185241,0.615598070570587,0.11727113790367315,propagated
GW200224_222234,literature,GWTC-4.0 Tests of General Relativity III: Tests of the Remnants,0,195.8,145.1378809869376,6.89,1230.247683145763,-145.1378809869376,,,68.7,0.73,0.32,90.68400000000001,True,0.09600202307731776,0.73,0.416292728477827,-0.04911193518938225,11.0,54.137061558262644,6.7,0.07,182.01267848830636,147.57304920069393,19.55398261336487,18.61796662837096,0.6145274878512472,-0.04253641859592117,propagated
GW200311_115853,literature,GWTC-4.0 Tests of General Relativity III: Tests of the Remnants,0,239.8,190.83969465648855,5.24,1506.707836661665,-190.83969465648855,,,59.0,0.69,0.23,72.57,True,0.061303168953686794,0.69,0.4378552797279992,-0.05545877299753263,23.1,224.71009847910958,4.8,0.08,221.58798674066762,192.84199836884366,21.288087857557716,21.946946558964058,0.5797556599363387,-0.00886841098239133,propagated
